First name;Sur name;Issue count;Date of birth
Cacilie;Havens;16;1931-04-20T00:00:00
Kassey;Mauer;16;1959-09-16T00:00:00
Aurelie;Drisko;11;1922-08-12T00:00:00
Shandie;Tayib;10;1948-02-22T00:00:00
Desirae;Himelman;14;1984-10-08T00:00:00
Eugine;Geffner;0;1952-10-12T00:00:00
Berta;Mike;2;1984-08-28T00:00:00
Cacilie;Sothena;11;1930-04-08T00:00:00
Aeriela;Raimondo;13;1927-12-13T00:00:00
Jobi;Graig;2;1943-07-19T00:00:00
Kara-Lynn;Ferino;5;1998-04-23T00:00:00
Tami;Lilas;8;1936-04-30T00:00:00
Chloris;Lamoree;18;1906-01-06T00:00:00
Rebeca;Woodberry;15;1986-11-04T00:00:00
Meriel;Gunn;6;1929-12-10T00:00:00
Tamqrah;Poppy;13;1905-01-28T00:00:00
Danika;Bluh;3;1956-04-27T00:00:00
Maryellen;Nedrud;13;1982-03-07T00:00:00
Chandra;Fry;22;1971-07-26T00:00:00
Cristabel;Dudley;5;1927-02-26T00:00:00
Ardys;Sheng;2;1900-02-12T00:00:00
Belva;Reidar;1;1987-11-23T00:00:00
Gilda;Bohlin;0;1972-01-23T00:00:00
Marjie;Pacorro;17;1979-11-25T00:00:00
Jordan;Jobi;0;1906-04-14T00:00:00
Aaren;Parsaye;0;1962-01-26T00:00:00
Ninnetta;Flyn;10;1909-09-11T00:00:00
Selia;Yorick;10;1936-02-14T00:00:00
Adriana;Blase;15;1992-12-01T00:00:00
Frances;Uund;18;1997-06-02T00:00:00
Chandra;Killigrew;5;1903-06-30T00:00:00
Lanae;Koziara;6;1920-12-19T00:00:00
Inga;Cyrie;9;1909-09-04T00:00:00
Belva;Cadmar;20;1931-04-15T00:00:00
Ketti;Gilbertson;3;1987-07-19T00:00:00
Consuela;Ezar;3;1903-11-18T00:00:00
Janis;Ade;14;1993-01-08T00:00:00
Ofilia;Riva;10;1901-01-20T00:00:00
Miquela;Anyah;9;1952-05-22T00:00:00
Merrie;Thema;14;1968-05-25T00:00:00
Kylynn;Iphlgenia;0;2010-07-15T00:00:00
Carol-Jean;Bollay;16;1988-09-29T00:00:00
Emilia;Cath;0;2011-02-20T00:00:00
Randa;Fennessy;16;1928-05-12T00:00:00
Briney;Love;0;1997-04-20T00:00:00
Vita;Ferino;5;1916-12-05T00:00:00
Alyda;Scammon;0;2000-03-20T00:00:00
Kirbee;Gavrila;0;1976-03-27T00:00:00
Myrtice;Dosia;3;1955-11-07T00:00:00
Bertine;Bethany;15;1964-04-30T00:00:00
Meghann;Orlene;1;2008-03-21T00:00:00
Codie;Krystle;10;1993-02-09T00:00:00
Elena;Raul;4;1929-04-02T00:00:00
Daryl;Daniele;10;1927-04-08T00:00:00
Maryellen;Dermott;11;1940-01-05T00:00:00
Merry;Desai;2;1924-05-10T00:00:00
Yetty;Stilwell;0;1918-04-22T00:00:00
Nonnah;Lay;12;1962-09-13T00:00:00
Gratia;Diogenes;0;1954-01-08T00:00:00
Gianina;Azeria;13;1977-08-28T00:00:00
Wynne;Solitta;18;1992-05-22T00:00:00
Patricia;Janene;2;1952-04-24T00:00:00
Clary;Cullin;1;1932-12-13T00:00:00
Jacquetta;Kathie;4;1919-03-02T00:00:00
Ronna;Monk;11;1930-03-21T00:00:00
Augustine;Drus;0;1953-05-12T00:00:00
Agathe;Curren;1;1979-05-14T00:00:00
Gavrielle;Teddman;11;1961-02-26T00:00:00
Sharlene;Irmine;0;1952-01-17T00:00:00
Kate;Newell;11;1995-08-27T00:00:00
Chrystel;Land;0;1952-11-09T00:00:00
Arabel;Iaverne;0;1925-07-02T00:00:00
Gwyneth;Guildroy;6;1961-06-20T00:00:00
Luci;Voletta;11;1949-09-15T00:00:00
Heddie;Cherianne;0;1922-01-10T00:00:00
Sarette;Lamoree;15;2015-02-23T00:00:00
Therine;Nester;7;1936-12-02T00:00:00
Mamie;Sigfrid;14;2002-03-17T00:00:00
Malina;Melan;9;1959-10-10T00:00:00
Carly;Tremayne;0;1955-10-18T00:00:00
Tilly;Stoller;10;1997-07-06T00:00:00
Ricky;Selway;12;1914-12-04T00:00:00
Anthia;Girardo;0;1989-02-21T00:00:00
Pollyanna;Seagraves;5;2012-07-22T00:00:00
Rani;Gunn;14;1971-01-16T00:00:00
Kaja;Schlosser;16;1999-03-13T00:00:00
Caritta;Waite;3;1944-07-18T00:00:00
Dorice;Dosia;0;1978-08-03T00:00:00
Karolina;Niccolo;5;1907-07-26T00:00:00
Fredericka;Carri;0;1947-12-17T00:00:00
Wanda;Mintz;15;1943-06-14T00:00:00
Jan;Vary;21;1922-02-18T00:00:00
Dorice;Burnside;4;1986-07-24T00:00:00
Ericka;Peti;0;1971-11-05T00:00:00
Kathy;Lanita;0;1994-06-23T00:00:00
Libbie;Howlyn;18;1942-09-21T00:00:00
Ruthe;Tremayne;0;1987-09-20T00:00:00
Dennie;Hamil;0;1951-03-08T00:00:00
Valera;Chabot;8;1986-11-18T00:00:00
Dorice;Monaco;12;1918-11-19T00:00:00
Lilith;Sholley;13;1947-06-12T00:00:00
Kamilah;Faust;0;1905-02-25T00:00:00
Chandra;HThison;7;2004-08-20T00:00:00
Adore;Winnick;5;1955-02-24T00:00:00
Claudina;Wind;3;1990-01-29T00:00:00
Tiffie;Leler;2;1958-09-09T00:00:00
Tressa;Ailyn;3;1918-05-27T00:00:00
Aryn;Hillel;17;2008-05-29T00:00:00
Shannah;Artie;9;2017-10-10T00:00:00
Dari;Voletta;0;2006-08-08T00:00:00
Chloris;Solitta;18;1932-10-27T00:00:00
Roseline;Ariella;16;2009-12-19T00:00:00
Genevra;Drus;4;1939-08-25T00:00:00
Arlena;Autrey;3;1993-12-22T00:00:00
Romona;Rodmann;9;1910-09-18T00:00:00
Ariela;Strephon;4;1981-06-21T00:00:00
Hallie;Thad;0;1916-04-07T00:00:00
Perry;Carolin;0;1927-02-03T00:00:00
Penelopa;Weitman;8;1901-03-27T00:00:00
Karina;Kaja;15;2007-02-09T00:00:00
Norine;August;4;1931-10-22T00:00:00
Elena;Linehan;13;1946-04-23T00:00:00
Violet;Monk;0;1947-07-14T00:00:00
Ardenia;Bow;13;1912-07-05T00:00:00
Sidoney;Corrine;0;1909-12-26T00:00:00
Marika;Cullin;9;2017-06-17T00:00:00
Nelle;Wenda;11;1962-08-23T00:00:00
Frank;Madox;7;1911-03-05T00:00:00
Cassondra;Solitta;2;1986-04-19T00:00:00
Ebonee;Ader;12;1916-10-28T00:00:00
Pearline;Raimondo;1;2019-02-20T00:00:00
Marline;Sundin;4;1954-02-15T00:00:00
Misha;Breed;5;1961-06-06T00:00:00
Tami;Jefferey;0;1904-02-12T00:00:00
Farrah;Hessler;8;1941-03-26T00:00:00
Suzette;Chaing;8;1945-10-23T00:00:00
Rosabelle;Pattin;0;2001-01-03T00:00:00
Lusa;Iphlgenia;11;1929-12-18T00:00:00
Lita;Vivle;8;1981-07-13T00:00:00
Kary;Carolin;7;1936-06-08T00:00:00
Betta;Bobbee;11;1942-12-26T00:00:00
Anallese;Havens;12;1967-10-11T00:00:00
Laurene;Brandice;3;1995-11-08T00:00:00
Georgetta;Kirbee;3;1977-11-05T00:00:00
Michaelina;Ophelia;0;1942-08-09T00:00:00
Feliza;Lamoree;9;1982-03-04T00:00:00
Lorne;Giule;18;1972-02-27T00:00:00
Kelly;Yoko;16;1951-07-06T00:00:00
Lyssa;Alwin;0;1917-02-04T00:00:00
Cordi;Taima;2;1955-06-12T00:00:00
Clarice;August;0;1988-08-14T00:00:00
Juliane;Christine;5;2009-01-15T00:00:00
Bettine;Howlyn;1;1970-03-31T00:00:00
Jacquetta;Hieronymus;10;1968-10-15T00:00:00
Albertina;Cherianne;6;2005-10-06T00:00:00
Augustine;Hortensia;16;2017-03-28T00:00:00
Cassondra;Kirstin;7;1972-11-03T00:00:00
Dawn;Vilma;15;1981-12-19T00:00:00
Carmela;O'Rourke;13;2011-09-21T00:00:00
Cassondra;Klemperer;11;1962-02-08T00:00:00
Kaia;Cynar;17;1930-07-14T00:00:00
Adelle;Allare;6;2005-08-08T00:00:00
June;Karna;14;1944-05-07T00:00:00
Kalina;Center;17;1930-04-15T00:00:00
Nicoli;Anderea;10;1921-07-18T00:00:00
Sissy;Adalbert;3;1919-10-14T00:00:00
Wendi;Ellerey;5;1920-10-24T00:00:00
Camile;Jary;5;1991-07-21T00:00:00
Sybille;Ethban;4;2014-03-13T00:00:00
Christal;Sharl;5;2002-12-23T00:00:00
Kalina;Emanuel;12;2002-06-17T00:00:00
Jeanna;Arley;17;1949-03-14T00:00:00
Cathyleen;Gaynor;9;1950-12-22T00:00:00
Lexine;Brady;9;1998-04-01T00:00:00
Aili;Voletta;0;1977-11-03T00:00:00
Feliza;Lucienne;6;1952-06-04T00:00:00
Larine;Noman;17;1979-09-29T00:00:00
Yvonne;Jorgan;5;1953-08-10T00:00:00
Georgina;Amethist;6;2004-06-24T00:00:00
Beth;Lea;5;1974-09-21T00:00:00
Kirstin;Stacy;10;1919-06-24T00:00:00
Dyann;Kirbee;14;1987-01-23T00:00:00
Lily;Dreda;12;1978-08-12T00:00:00
Gertrud;Krystle;7;1917-08-16T00:00:00
Nickie;Freddi;13;1985-07-18T00:00:00
Lucille;Merell;11;1933-04-05T00:00:00
Amelia;Adrienne;13;1954-01-25T00:00:00
Ketti;McGrody;14;1974-11-28T00:00:00
Veda;Tarrant;12;1955-07-09T00:00:00
Mellicent;Kaja;5;1901-09-28T00:00:00
Clementine;Chobot;7;1936-08-21T00:00:00
Mildrid;Shaddock;7;1998-10-11T00:00:00
Brietta;Konyn;14;1958-05-20T00:00:00
Nollie;Justinn;13;1973-09-21T00:00:00
Teddie;Goddard;21;1904-07-07T00:00:00
Ronna;Mallon;7;1951-06-28T00:00:00
Devina;Niles;0;1977-12-18T00:00:00
Jaime;Noelyn;0;1995-04-23T00:00:00
Gaylene;Arathorn;5;1937-06-16T00:00:00
Merci;Hashim;15;1925-10-06T00:00:00
Cissiee;Madaih;5;1944-07-31T00:00:00
Michaelina;Fillbert;10;1981-08-13T00:00:00
Karlee;Naor;1;1957-06-30T00:00:00
Eadie;Carvey;6;1927-12-10T00:00:00
Latisha;Narton;0;2010-08-27T00:00:00
Karina;Ethban;11;1980-08-03T00:00:00
Elsie;Meli;13;1946-02-16T00:00:00
Rani;Chabot;8;1965-11-19T00:00:00
Catharine;Reidar;0;1985-09-28T00:00:00
Linzy;Lesley;15;2005-12-29T00:00:00
Olivette;Sidonius;4;1997-05-25T00:00:00
Sissy;Cressida;0;1949-08-05T00:00:00
Mahalia;Guthrie;0;1943-01-21T00:00:00
Evita;Mayeda;9;1965-01-20T00:00:00
Marleah;Lilas;17;1946-05-28T00:00:00
Maisey;Travax;9;1960-04-01T00:00:00
Hyacinthe;Tremayne;10;1920-05-14T00:00:00
Roxane;Kauppi;9;1923-11-20T00:00:00
Mignon;Blase;15;1907-03-25T00:00:00
Lucille;Cornelia;5;1901-02-15T00:00:00
Katleen;Waite;1;1998-05-11T00:00:00
Priscilla;Eldrid;5;1963-11-20T00:00:00
Frank;Janene;3;2011-11-26T00:00:00
Max;Bibi;3;2000-11-04T00:00:00
Vinita;Dex;1;1900-03-05T00:00:00
Tobe;Riordan;7;1972-11-09T00:00:00
Arlina;Dudley;0;1961-09-02T00:00:00
Wileen;Saunderson;10;1907-03-07T00:00:00
Shandie;Bergman;11;1926-04-03T00:00:00
Betta;Franza;2;1926-10-26T00:00:00
Joeann;Zenas;15;1964-12-13T00:00:00
Adelle;Valoniah;7;1970-11-26T00:00:00
Nelle;Jammal;8;2010-04-27T00:00:00
Emmey;Brian;6;1942-12-15T00:00:00
Leeanne;Odysseus;8;1966-10-28T00:00:00
Siana;Fosque;14;1973-12-08T00:00:00
Lulita;Delp;2;1999-09-07T00:00:00
Caressa;Ogren;0;1933-12-09T00:00:00
Gabi;Brady;11;2017-10-29T00:00:00
Edee;Faso;3;2016-06-03T00:00:00
Joleen;Marlie;0;1956-06-27T00:00:00
Krystle;Bronk;15;1907-10-13T00:00:00
Myrtice;Bennie;18;1963-10-08T00:00:00
Wynne;Adlare;17;1977-04-04T00:00:00
Gilda;Lindemann;0;1998-09-05T00:00:00
Katuscha;Hathaway;15;1910-05-11T00:00:00
Daphne;Felecia;0;1997-11-10T00:00:00
Korrie;Eckblad;8;2006-03-12T00:00:00
Agathe;Prober;11;2003-08-10T00:00:00
Ernesta;Maroney;9;1918-10-25T00:00:00
Kimmy;Joachim;15;1966-12-14T00:00:00
Lexine;Jerald;18;1925-04-09T00:00:00
Kerrin;Hillel;9;1951-10-07T00:00:00
Georgetta;Ralfston;11;1960-12-15T00:00:00
Christy;Jillane;15;2014-12-28T00:00:00
Deedee;Jarib;16;2009-04-07T00:00:00
Lyssa;Fry;3;1908-10-20T00:00:00
Nicoli;Rustice;9;1992-04-19T00:00:00
Constance;Vastah;0;1946-07-23T00:00:00
Lanae;Nisbet;0;1929-11-08T00:00:00
Louella;Yate;2;1971-10-16T00:00:00
Anica;Haerr;8;1978-04-08T00:00:00
Alisha;Honoria;14;1901-05-12T00:00:00
Reeba;Durware;8;1938-09-07T00:00:00
Lorne;Vanni;15;1990-03-06T00:00:00
Iseabal;Stav;15;1964-06-18T00:00:00
Brana;Guildroy;6;1962-02-08T00:00:00
Winny;Linskey;2;2014-01-17T00:00:00
Hayley;Daniele;12;1942-05-09T00:00:00
Kimmy;Poppy;8;1907-11-06T00:00:00
Concettina;Vale;17;1955-10-27T00:00:00
Katleen;Dielu;12;1970-05-07T00:00:00
Carilyn;Allare;0;1936-04-19T00:00:00
Ericka;Merriott;9;1965-11-16T00:00:00
Dacia;Lumbard;2;1947-01-07T00:00:00
Lauryn;Oster;13;1958-01-01T00:00:00
Rozele;Rese;10;1911-08-10T00:00:00
Lily;Blisse;18;1974-01-12T00:00:00
Frieda;Reneta;7;1959-10-08T00:00:00
Lorenza;Bonilla;0;2006-11-17T00:00:00
Amii;Myrilla;16;1970-06-18T00:00:00
Marti;Zenas;6;2011-08-24T00:00:00
Danny;Marisa;18;1932-06-25T00:00:00
Amalie;Tippets;0;1909-01-15T00:00:00
Mireielle;Anestassia;18;1999-12-29T00:00:00
Berta;Dalli;15;1913-11-11T00:00:00
Cristabel;Oriana;4;1999-04-06T00:00:00
Jackie;Chesna;9;1941-01-31T00:00:00
Sandie;Hortensia;13;1922-04-08T00:00:00
Gavrielle;Posner;0;1962-07-21T00:00:00
Carlie;Pauly;8;2012-06-03T00:00:00
Gertrud;Armanda;15;1976-05-15T00:00:00
Judy;Tryck;2;1999-09-20T00:00:00
Cristabel;Ashok;9;1910-03-12T00:00:00
Lily;Clarissa;15;2006-05-17T00:00:00
Miquela;Decato;14;1909-08-01T00:00:00
Deedee;Brenn;14;1925-10-16T00:00:00
Tera;Yusuk;10;1905-03-28T00:00:00
Sharai;Decato;14;1970-04-19T00:00:00
Allyce;Demitria;0;1983-05-17T00:00:00
Brietta;Wind;17;1945-10-18T00:00:00
Aili;Naor;15;1970-08-19T00:00:00
Vanessa;Fitzsimmons;13;1985-12-05T00:00:00
Kristan;Nahum;15;1959-11-25T00:00:00
Minda;Shama;11;2001-03-21T00:00:00
Karolina;Cohdwell;12;1936-12-03T00:00:00
Lolita;Johanna;12;1934-07-13T00:00:00
Gwenneth;Bandeen;9;2013-07-25T00:00:00
Almeta;Ardeha;0;1969-12-27T00:00:00
Audrie;Francyne;11;2006-01-28T00:00:00
Danny;Swanhildas;0;1932-01-07T00:00:00
Tybie;Goldina;0;1935-10-08T00:00:00
Robbi;Leonard;0;2013-06-27T00:00:00
Emilia;Hoenack;14;1916-11-04T00:00:00
Winny;Belldas;4;1930-08-06T00:00:00
Cassondra;Stanwood;0;1929-02-14T00:00:00
Tomasina;Montgomery;6;1928-07-13T00:00:00
Adele;Tice;10;1957-10-31T00:00:00
Edee;Hermes;0;1911-12-09T00:00:00
Chrystel;Read;11;1908-12-17T00:00:00
Agathe;Rona;9;1906-12-31T00:00:00
Minne;Rolf;1;1987-02-18T00:00:00
Adelle;Fabiola;9;2019-10-06T00:00:00
Grier;Oster;15;1985-03-18T00:00:00
Lorenza;Montgomery;10;1987-07-20T00:00:00
Gabriellia;Old;5;1940-08-15T00:00:00
Rosene;Frodi;12;2002-09-15T00:00:00
Kaja;Nickola;6;2017-10-08T00:00:00
Bernie;Paton;2;1977-05-03T00:00:00
Louella;Taima;5;1930-06-07T00:00:00
Hannis;Stanwood;20;1943-04-08T00:00:00
Daryl;Dosia;9;1958-11-01T00:00:00
Roslyn;Koehler;13;1971-11-24T00:00:00
Beatriz;Gordon;0;2010-11-07T00:00:00
Karlee;Sammons;6;1903-01-22T00:00:00
Hallie;Faria;7;1967-07-07T00:00:00
Jaime;Vacuva;15;1964-02-16T00:00:00
Jeanna;Kaete;8;1927-09-17T00:00:00
Bobbi;Narton;0;1957-01-13T00:00:00
Tina;Sancho;5;1997-07-13T00:00:00
Sherrie;Westphal;7;1902-07-30T00:00:00
Gratia;Torray;1;1926-05-27T00:00:00
Cacilie;Newell;14;1958-05-24T00:00:00
Michaelina;Madelene;0;1966-08-09T00:00:00
Taffy;Armanda;6;1988-07-18T00:00:00
Gwenneth;Corrine;16;1981-12-24T00:00:00
Cassondra;Bebe;3;1998-11-03T00:00:00
Kary;Thar;13;2012-10-27T00:00:00
Lory;Kiersten;14;1950-02-11T00:00:00
Jany;Cookie;3;1999-02-24T00:00:00
Tierney;Sikorski;13;1922-02-18T00:00:00
Roz;Kathie;17;1954-10-11T00:00:00
Oralee;Decato;1;1925-03-16T00:00:00
Mariele;Artie;5;1943-07-22T00:00:00
Noelle;Rubie;9;1986-05-06T00:00:00
Adele;Cleo;0;1937-08-13T00:00:00
Binny;Gino;9;1926-12-25T00:00:00
Lorenza;Sophronia;0;1909-05-14T00:00:00
Caryl;Ader;16;2004-01-08T00:00:00
Stephanie;Jacobah;12;1973-10-29T00:00:00
Tarra;Toor;11;1946-06-24T00:00:00
Janenna;Melleta;17;1908-07-15T00:00:00
Hyacinthe;Brackely;4;1945-07-02T00:00:00
Suzette;Jarib;14;1973-02-26T00:00:00
Roberta;Madaih;10;1996-05-07T00:00:00
Winny;Arvo;18;1946-11-01T00:00:00
Marline;Chauncey;9;2009-03-26T00:00:00
Jorry;Lacombe;14;1970-02-25T00:00:00
Cherilyn;Justinn;1;1939-06-14T00:00:00
Anica;Warthman;10;1985-08-11T00:00:00
Elmira;Ovid;11;1964-05-06T00:00:00
Shannah;Hoban;18;1900-01-26T00:00:00
Brianna;Halla;5;1947-03-18T00:00:00
Renie;Iiette;4;1976-05-31T00:00:00
Coral;Ajay;6;2016-12-28T00:00:00
Codie;Goddard;12;1959-04-04T00:00:00
Dyann;Virgin;9;1914-07-22T00:00:00
Cristabel;Richers;15;1940-12-23T00:00:00
Lonnie;Natalia;2;2007-08-31T00:00:00
Goldie;Holbrook;4;1951-06-28T00:00:00
Rani;Ricki;15;1937-06-29T00:00:00
Nariko;Even;2;1939-10-01T00:00:00
Ana;Danby;14;1991-01-17T00:00:00
Nickie;Euridice;9;1952-10-01T00:00:00
Joelly;Wu;3;1950-06-28T00:00:00
Eugine;Capello;0;1982-11-16T00:00:00
Hermione;Dash;5;1981-11-12T00:00:00
Dione;Hamil;15;1936-01-09T00:00:00
Catrina;Bebe;8;1985-04-04T00:00:00
Charissa;Frendel;14;1966-09-24T00:00:00
Christal;Schroth;0;1905-04-28T00:00:00
Myriam;Delacourt;5;1989-11-15T00:00:00
Fayre;Baptlsta;4;1999-01-16T00:00:00
Damaris;Nester;6;1950-03-05T00:00:00
Emilia;Podvin;6;2015-08-18T00:00:00
Danny;Jena;13;1976-11-23T00:00:00
Malina;Presber;6;1918-10-23T00:00:00
Jeanna;Tacye;8;1964-11-24T00:00:00
Bernardine;Randene;0;2015-12-28T00:00:00
Jsandye;Koziara;13;1903-10-11T00:00:00
Feliza;Goerke;4;1988-10-08T00:00:00
Jere;Yam;0;2015-09-29T00:00:00
Sharlene;Schonfeld;11;1932-03-28T00:00:00
Cecile;Leifeste;11;1998-07-20T00:00:00
Zsa Zsa;Greenwald;19;1958-01-19T00:00:00
Selma;Truc;5;1995-02-01T00:00:00
Valera;Pearse;15;1960-01-10T00:00:00
Gale;Raimondo;6;1995-02-05T00:00:00
Chrystel;Francyne;1;1972-12-17T00:00:00
Olivette;Holbrook;4;1944-01-19T00:00:00
Natka;Amasa;15;1952-03-03T00:00:00
Raquela;Bendick;16;1960-05-02T00:00:00
Susette;Lytton;4;1967-01-23T00:00:00
Annabela;Shuler;4;1983-03-19T00:00:00
Charmaine;Chem;14;1918-08-01T00:00:00
Meghann;Faria;7;1953-05-05T00:00:00
Karly;Arne;4;1920-01-05T00:00:00
Adele;Richers;13;1958-06-23T00:00:00
Marjie;Sasnett;14;1969-02-02T00:00:00
Marsiella;Penelopa;2;1966-05-24T00:00:00
Lanae;Codding;0;1936-08-07T00:00:00
Justinn;Schwejda;8;1998-03-21T00:00:00
Carree;Hoban;12;1903-03-07T00:00:00
Gaylene;Toni;11;1940-09-26T00:00:00
Fina;Hilbert;11;1908-03-28T00:00:00
Ricky;Zachary;16;1967-05-26T00:00:00
Delilah;Joeann;0;1953-12-30T00:00:00
Estell;Rustice;9;1910-05-08T00:00:00
Alie;Verger;6;1912-12-03T00:00:00
Zondra;Medrek;5;1961-04-06T00:00:00
Kristan;Rustice;2;1999-01-23T00:00:00
Lilith;Amethist;5;1924-07-14T00:00:00
Kimberley;Ruvolo;16;2012-11-28T00:00:00
Gavrielle;Sprage;7;1901-06-02T00:00:00
Cristabel;Annabella;4;1902-01-12T00:00:00
Lilith;Heisel;5;1934-05-01T00:00:00
Elvira;Adamsen;14;1972-05-21T00:00:00
Hildegaard;Blisse;1;1940-07-02T00:00:00
Gaylene;Olnee;10;1910-01-23T00:00:00
Jessy;Faria;9;1993-02-17T00:00:00
Wendi;Mintz;1;1971-05-23T00:00:00
Robinia;Charmine;4;1990-08-19T00:00:00
Chloris;Shanley;8;1979-07-03T00:00:00
Stevana;Sikorski;5;1935-09-12T00:00:00
Nataline;Xerxes;14;1945-03-26T00:00:00
Amara;Carolin;18;2000-12-20T00:00:00
Petronia;Grosz;9;2010-09-16T00:00:00
Hettie;Kussell;3;1968-06-29T00:00:00
Vere;Judye;18;1926-07-14T00:00:00
Eugine;Barbey;18;1964-05-26T00:00:00
Marline;Richers;5;2018-07-25T00:00:00
Stacey;Shanley;2;1940-12-14T00:00:00
Aurore;Center;13;1953-08-14T00:00:00
Yolane;Dorothy;8;1929-07-18T00:00:00
Maridel;Center;8;1909-04-13T00:00:00
Ricky;Iaverne;19;2002-08-24T00:00:00
Celisse;Clywd;15;1960-07-06T00:00:00
Berget;Gemini;11;1990-06-15T00:00:00
Alexine;Geffner;13;1932-11-27T00:00:00
Lucy;Billye;10;1900-04-14T00:00:00
Arlina;Nisbet;12;1947-04-12T00:00:00
Lorne;Romelda;4;1973-06-25T00:00:00
Viki;Darbie;3;1904-08-14T00:00:00
Dacia;Vittoria;2;1945-02-23T00:00:00
Nadine;Amand;4;1974-11-13T00:00:00
Gretal;Fiester;6;1960-02-04T00:00:00
Sue;Adalbert;0;1946-04-27T00:00:00
Moyna;Granoff;12;1959-08-18T00:00:00
Aurelie;Wittie;2;1975-06-01T00:00:00
Lenna;Fontana;15;1912-08-04T00:00:00
Keelia;Pitt;4;1998-11-21T00:00:00
Elvira;Corilla;11;1949-12-12T00:00:00
Katharina;Francyne;3;1913-04-02T00:00:00
Hannis;Larochelle;14;1961-06-20T00:00:00
Raquela;Jagir;11;1903-08-06T00:00:00
Betta;Socha;8;1931-06-24T00:00:00
Romona;Alrich;5;2019-10-29T00:00:00
Amara;Pond;9;1902-03-04T00:00:00
Riannon;Junie;15;1914-10-22T00:00:00
Marika;Cecile;0;1967-10-08T00:00:00
Sidoney;Wadell;17;1987-06-10T00:00:00
Rhoda;Ludewig;4;1980-07-29T00:00:00
Elena;Mitzi;5;1988-12-05T00:00:00
Lyssa;Mullane;17;1938-09-23T00:00:00
Albertina;Kamaria;0;1933-02-07T00:00:00
Karina;Melan;6;1947-02-26T00:00:00
Annabela;Cosenza;3;1974-12-17T00:00:00
Jessamyn;Evvie;12;1943-08-17T00:00:00
Nita;Bandeen;8;1966-03-03T00:00:00
Linzy;Lubin;2;1926-09-01T00:00:00
Janis;Leonard;3;1949-12-17T00:00:00
Valli;Barbey;10;1933-12-06T00:00:00
Gilligan;Stoller;5;1998-12-31T00:00:00
Magdalena;Girardo;14;2005-07-31T00:00:00
Bobinette;Gunn;8;1927-08-15T00:00:00
Ulrike;Egbert;10;1932-08-06T00:00:00
Janis;Brittani;3;1962-07-23T00:00:00
Sibella;Gaspard;10;1931-01-08T00:00:00
Natka;Lucienne;13;1964-07-14T00:00:00
Mildrid;Elephus;1;1939-10-29T00:00:00
Bill;Amethist;2;1926-09-21T00:00:00
Nonnah;Sabella;16;1961-04-09T00:00:00
Bettine;Medrek;7;1944-03-25T00:00:00
Ashlee;Maisey;10;1969-01-28T00:00:00
Candi;Devlen;0;1969-04-26T00:00:00
Wynne;Ramona;17;1904-06-12T00:00:00
Hermione;Reneta;0;1911-10-23T00:00:00
Isa;Alrich;8;1927-03-13T00:00:00
Annecorinne;Si;11;1903-08-31T00:00:00
Collen;Tayib;13;1960-02-12T00:00:00
Wendi;Lissi;6;1939-08-05T00:00:00
Blake;Cyrie;7;2013-05-29T00:00:00
Kylynn;Ardra;13;2015-10-27T00:00:00
Louella;Teryn;3;1952-03-11T00:00:00
Sarette;Gibbeon;16;1947-01-21T00:00:00
Ivett;Morehouse;8;1996-01-16T00:00:00
Taffy;Anis;4;1958-03-18T00:00:00
Bobbi;Michella;0;1951-12-12T00:00:00
Jobi;Maisey;7;1948-04-24T00:00:00
Fredericka;Maxi;11;2013-10-20T00:00:00
Micheline;Etom;6;1996-07-24T00:00:00
Dede;Lindemann;16;1989-06-12T00:00:00
Hermione;Nea;10;1914-09-03T00:00:00
Jemie;Ludewig;10;1936-08-07T00:00:00
Yetty;Wandie;11;1920-06-05T00:00:00
Chere;Lunsford;11;1989-10-14T00:00:00
Corly;Atcliffe;16;1998-08-31T00:00:00
Ileana;Briney;11;1917-04-12T00:00:00
Dacia;Lauraine;2;1918-12-27T00:00:00
Danika;Himelman;5;1971-10-11T00:00:00
Allis;Maiah;2;1910-04-09T00:00:00
Eadie;Urias;7;1926-01-19T00:00:00
Verla;Dawkins;1;2014-09-15T00:00:00
Emilia;Chrystel;15;2000-01-21T00:00:00
Verla;Rosemary;10;1958-04-03T00:00:00
Tonia;My;1;2017-05-19T00:00:00
Brooks;Deegan;8;1901-01-15T00:00:00
Jessamyn;Klemperer;0;2010-11-25T00:00:00
Gretal;Harl;6;1989-11-18T00:00:00
Veda;Sinegold;0;1965-03-24T00:00:00
Ida;Septima;1;1957-12-09T00:00:00
Nickie;Chinua;17;1979-08-31T00:00:00
Quintina;Hunfredo;5;2014-11-21T00:00:00
Constance;An;11;1900-09-14T00:00:00
Eve;Atonsah;7;1996-01-11T00:00:00
Demetris;Rozanna;14;1905-05-05T00:00:00
Bill;Amadas;10;1995-01-24T00:00:00
Nelle;Dahlia;9;2003-07-18T00:00:00
Riannon;Rheingold;9;1951-06-10T00:00:00
Amelia;Zetta;4;1999-01-21T00:00:00
Beverley;Pitt;0;1955-05-19T00:00:00
Nita;Emerson;2;1913-01-26T00:00:00
Chickie;Esmaria;19;2008-04-26T00:00:00
Maud;Kirbee;1;1999-03-05T00:00:00
Minne;Vale;0;1961-01-10T00:00:00
Glenda;Harday;17;1918-12-05T00:00:00
Annice;Pearse;5;2008-04-09T00:00:00
Elsie;Melan;1;2002-05-21T00:00:00
Tina;Pelagias;9;2002-09-07T00:00:00
